block,cohort,year_from,grade_from,n_from,mean_from,year_to,grade_to,n_to,mean_to,progression_pp,instrument_caveat
B0070 indi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1288,47.27096,2024-25,5.0,2139,54.665733,7.39,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0131 srinivasapur,G4 2023-24 -> G5 2024-25,2023-24,4.0,877,46.425312,2024-25,5.0,838,53.86635,7.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0139 vijayapura rural,G5 2023-24 -> G6 2024-25,2023-24,5.0,1948,51.214066,2024-25,6.0,3566,58.718452,7.5,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0063 hosadurga,G4 2022-23 -> G5 2023-24,2022-23,4.0,1492,43.3311,2023-24,5.0,1440,50.875,7.54,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0007 aurad,G4 2023-24 -> G5 2024-25,2023-24,4.0,487,46.663246,2024-25,5.0,845,54.218933,7.56,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0089 lingasugur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1714,37.45041,2023-24,5.0,1514,45.122192,7.67,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0025 chadachan,G5 2023-24 -> G6 2024-25,2023-24,5.0,563,56.030197,2024-25,6.0,1368,63.80848,7.78,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0046 gubbi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1244,66.38666,2024-25,5.0,1307,74.18516,7.8,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0076 kalghatagi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1477,49.498985,2024-25,5.0,1631,57.323727,7.82,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0063 hosadurga,G4 2023-24 -> G5 2024-25,2023-24,4.0,1486,42.466354,2024-25,5.0,1543,50.395332,7.93,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0097 molakalmur,G4 2022-23 -> G5 2023-24,2022-23,4.0,1142,22.145359,2023-24,5.0,1232,30.073051,7.93,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0012 ballari east,G4 2022-23 -> G5 2023-24,2022-23,4.0,1307,40.631218,2023-24,5.0,1271,48.595592,7.96,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0108 nippani,G4 2023-24 -> G5 2024-25,2023-24,4.0,421,57.850357,2024-25,5.0,637,65.81633,7.97,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0090 maddur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1027,45.67186,2024-25,5.0,891,53.647587,7.98,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0036 chittapur,G4 2023-24 -> G5 2024-25,2023-24,4.0,1351,26.513693,2024-25,5.0,1452,34.56267,8.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0102 mundaragi,G4 2023-24 -> G5 2024-25,2023-24,4.0,1070,38.78972,2024-25,5.0,1035,46.84058,8.05,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0145 biruru,G4 2023-24 -> G5 2024-25,2023-24,4.0,694,56.80115,2024-25,5.0,675,64.99259,8.19,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0003 alur,G4 2023-24 -> G5 2024-25,2023-24,4.0,406,57.721676,2024-25,5.0,403,65.95534,8.23,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0080 kollegala,G4 2023-24 -> G5 2024-25,2023-24,4.0,522,42.03065,2024-25,5.0,564,50.416668,8.39,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
B0079 kolar,G4 2023-24 -> G5 2024-25,2023-24,4.0,1329,46.433407,2024-25,5.0,1345,54.86989,8.44,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
