district,block,cluster,pct_mean_first,pct_floor_first,n_students_first,pct_mean_last,pct_floor_last,n_students_last,change_pp,floor_change_pp,annualised_pp,years,instrument_caveat
Kalaburagi,B0033 chincholi,C0878 kanakapur,40.95,5.0,263,57.8,20.0,82,16.85,15.0,8.42,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0107 nelamangala,C1614 thyamagondlu,60.99,15.0,152,77.9,60.0,31,16.91,45.0,8.46,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0042 doddaballapura,C0559 hadonahalli,42.75,0.0,91,59.82,17.5,56,17.07,17.5,8.54,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C0927 kerebilachi,45.08,5.0,61,62.23,25.0,231,17.15,20.0,8.58,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bengaluru Rural,B0040 devanahalli,C0533 gudlumuddenahalli,68.65,35.0,100,85.96,70.0,114,17.31,35.0,8.66,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0029 channarayapatna,C0413 didaga,73.63,45.0,51,91.12,80.0,58,17.49,35.0,8.74,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0087 kunigal,C1001 kottagere,59.02,30.0,41,76.7,51.5,44,17.68,21.5,8.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C0284 c s pura,53.54,25.0,89,71.23,25.0,231,17.69,0.0,8.84,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Koppal,B0081 koppal,C0973 kolur,48.64,10.0,396,66.44,30.5,212,17.8,20.5,8.9,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Bidar,B0020 bidar,C0171 baroor,24.75,0.0,198,42.93,10.0,121,18.18,10.0,9.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C0357 chiradoni,63.69,45.0,130,81.87,60.0,190,18.18,15.0,9.09,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Tumakuru,B0046 gubbi,C0243 bidare,68.96,22.0,115,87.19,65.0,276,18.23,43.0,9.12,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Gadag,B0115 ron,C1464 savadi,54.8,20.0,150,73.32,45.0,366,18.52,25.0,9.26,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Raichur,B0111 raichur,C0775 jalibenchi,56.11,15.0,444,74.88,40.0,320,18.77,25.0,9.38,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Mysuru,B0104 nanjanagud,C0724 hullahalli,38.83,5.0,64,57.71,25.0,315,18.88,20.0,9.44,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C1347 pandomati,49.09,5.0,164,67.99,35.0,184,18.9,30.0,9.45,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0073 jewargi,C0081 aralagundagi,46.63,10.0,349,65.63,15.0,444,19.0,5.0,9.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Kalaburagi,B0002 aland,C1224 munahalli,40.0,0.0,197,59.0,30.0,231,19.0,30.0,9.5,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Hassan,B0029 channarayapatna,C0536 gulsindha,67.05,30.0,100,86.26,70.0,211,19.21,40.0,9.6,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0037 davanagere(n),C1732 yaragunte,46.42,15.0,120,65.83,36.5,114,19.41,21.5,9.7,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Davanagere,B0028 channagiri,C1615 thyavanige,52.06,10.0,80,71.62,30.0,229,19.56,20.0,9.78,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
Yadgir,B0120 shahapur,C0508 gogi,47.09,5.0,86,66.75,40.0,103,19.66,35.0,9.83,2022-23 -> 2024-25,CAVEAT: items differ across years but map to a constant competency framework. Item-level year comparisons mix learning and instrument change; competency-level comparisons are more defensible (still assume similar difficulty within competency). Prefer rankings and competency-level statements across years.
